0,ACTIVITIES,1990,0,1,0,0,0,0
1,STAND_TO_SIT,4,6,0,0,0,0,0
2,SIT_TO_STAND,1,0,1,0,0,0,0
3,SIT_TO_LIE,0,0,0,20,0,0,0
4,LIE_TO_SIT,2,0,0,0,12,0,1
5,STAND_TO_LIE,0,0,0,4,0,19,0
6,LIE_TO_STAND,4,0,0,0,0,0,11
0,ACTIVITIES,2054,0,1,0,0,0,0
1,STAND_TO_SIT,5,9,0,0,0,0,0
2,SIT_TO_STAND,2,0,5,0,0,0,0
3,SIT_TO_LIE,1,0,0,17,0,3,0
4,LIE_TO_SIT,0,0,0,0,22,0,1
5,STAND_TO_LIE,1,0,0,0,0,27,0
6,LIE_TO_STAND,1,0,0,0,0,0,15
0,ACTIVITIES,1998,0,0,4,1,0,1
1,STAND_TO_SIT,2,10,0,0,0,0,0
2,SIT_TO_STAND,2,0,5,0,0,0,0
3,SIT_TO_LIE,0,0,0,15,0,2,0
4,LIE_TO_SIT,0,0,0,0,14,0,2
5,STAND_TO_LIE,11,0,0,0,0,14,0
6,LIE_TO_STAND,1,0,0,0,0,0,16
0,ACTIVITIES,2087,0,0,0,0,0,0
1,STAND_TO_SIT,4,11,0,0,0,0,0
2,SIT_TO_STAND,0,0,5,0,0,0,0
3,SIT_TO_LIE,1,0,0,23,0,0,0
4,LIE_TO_SIT,0,0,0,0,15,0,0
5,STAND_TO_LIE,5,1,0,6,0,20,0
6,LIE_TO_STAND,7,0,0,0,0,0,8
0,ACTIVITIES,2101,0,0,0,0,1,0
1,STAND_TO_SIT,1,14,0,0,0,0,0
2,SIT_TO_STAND,1,0,6,0,0,0,0
3,SIT_TO_LIE,0,0,0,21,0,0,0
4,LIE_TO_SIT,1,0,0,0,18,0,1
5,STAND_TO_LIE,0,0,0,0,0,27,0
6,LIE_TO_STAND,3,0,0,0,0,0,13
