0,CV,ACTIVITIES,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
14,Weighted F1,0.9936218678815489,0.9979760297866617,0.9978253766836778,0.9969529917831303,0.9977563479664933,0.9970041778042392,0.9977543756349047
15,Log-Loss,0.22029542902540455,0.06294082258753754,0.07867712107828982,0.09441123388130579,0.07867712107828984,0.11014898949721563,0.07867712107828982
16,ROC AUC,0.9594484032726313,0.8181818181818181,0.7993150684931507,0.8125,0.9368116108306563,0.9983870967741936,0.9404877653540755
0,CV,ACTIVITIES,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
1,Balanced Accuracy,0.9057536533465007,0.8991239597021463,0.8328964613368283,0.8095238095238095,0.95,0.8822310405643738,0.7725075890717367
2,Accuracy,0.9899912967798086,0.9969538729329852,0.9978241949521323,0.9965187119234117,0.999129677980853,0.9947780678851175,0.995213228894691
3,Error Rate,0.010008703220191428,0.003046127067014792,0.0021758050478677404,0.003481288076588318,0.0008703220191470518,0.005221932114882533,0.004786771105309007
4,Precision,0.9900090826521344,0.75,0.75,1.0,1.0,0.8214285714285714,0.9230769230769231
5,Recall,0.9995414947271893,0.8,0.6666666666666666,0.6190476190476191,0.9,0.7666666666666667,0.5454545454545454
6,Specificity,0.811965811965812,0.9982479194042926,0.9991262560069899,1.0,1.0,0.9977954144620811,0.9995606326889279
7,F1,0.9947524526579967,0.7741935483870969,0.7058823529411765,0.7647058823529412,0.9473684210526316,0.793103448275862,0.6857142857142856
8,TP,2180.0,12.0,6.0,13.0,18.0,23.0,12.0
9,FP,22.0,4.0,2.0,0.0,0.0,5.0,1.0
10,FN,1.0,3.0,3.0,8.0,2.0,7.0,10.0
11,TN,95.0,2279.0,2287.0,2277.0,2278.0,2263.0,2275.0
12,Micro F1,0.9899912967798086,0.9969538729329852,0.9978241949521323,0.9965187119234117,0.999129677980853,0.9947780678851175,0.995213228894691
13,Macro F1,0.94338561600036,0.8863300710172067,0.8523952057346197,0.8814761327591099,0.9734648160550565,0.8952295557818271,0.8416512669527358
14,Weighted F1,0.989521887045339,0.9970026703753829,0.9977604382711952,0.9961122010429723,0.9991069657136619,0.9946891852850254,0.9946025096470209
15,Log-Loss,0.34569601750496615,0.10521089345261002,0.07515033993447176,0.12023943044355428,0.03005985761088932,0.1803608854334558,0.16532956481351174
16,ROC AUC,0.9057536533465007,0.8991239597021463,0.8328964613368282,0.8095238095238095,0.95,0.8822310405643738,0.7725075890717367
